dataset,dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,classification
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNeg,IXkZ7eWtFHs,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Newly Identified Negative",PCasMOWl24Y,PCasMOWl24Y,coarse
MER Results: MOH Facility Based FY18,"PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNeg): Known Results","PMTCT_STAT (N, MOH, Sex/KnownNewPosNewNeg)",PMTCT_STAT_N_MOH_Sex_KnownNewPosNewNeg,IXkZ7eWtFHs,Number of pregnant women who were tested for HIV and know their results plus number of pregnant women with known HIV status at entry to services.,"Female, Newly Identified Positive",pc4W2rmWK4q,pc4W2rmWK4q,coarse
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Male, Negative",HSpL3hSBx6F,HSpL3hSBx6F,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"35-39, Male, Negative",V6sMmLkODqf,V6sMmLkODqf,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"20-24, Female, Negative",ZAVOIaOudWw,ZAVOIaOudWw,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-29, Unknown Sex, Negative",E6XoXrP0obz,E6XoXrP0obz,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"40-49, Female, Negative",SdpT6lSiyCM,SdpT6lSiyCM,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Unknown Sex, Negative",GRYbHCW4lHB,GRYbHCW4lHB,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"20-24, Unknown Sex, Negative",TPvhr4NfnFM,TPvhr4NfnFM,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Male, Positive",EpuxXtY71JG,EpuxXtY71JG,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15-19, Male, Positive",SyBPyzv8HTC,SyBPyzv8HTC,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"40-49, Unknown Sex, Negative",moADGh8pFpe,moADGh8pFpe,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"20-24, Male, Positive",lZiQLcYoM7M,lZiQLcYoM7M,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"<1, Unknown Sex, Positive",tP2mjgakLVn,tP2mjgakLVn,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"35-39, Unknown Sex, Positive",M5ku9LRpTdj,M5ku9LRpTdj,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-49, Unknown Sex, Positive",jECK8EYUurm,jECK8EYUurm,semi-fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"40-49, Male, Negative",HBu2SwE1QoF,HBu2SwE1QoF,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-29, Female, Positive",qF9q6ImcE4Q,qF9q6ImcE4Q,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-49, Unknown Sex, Negative",nGOQDPbvxyN,nGOQDPbvxyN,semi-fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"30-34, Female, Positive",nm4ngD1r1hU,nm4ngD1r1hU,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Female, Positive",dZYJREDXbfa,dZYJREDXbfa,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Male, Negative",YcXbNpQVqTA,YcXbNpQVqTA,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Unknown Sex, Positive",LRwBobCsgt0,LRwBobCsgt0,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Female, Negative",ZhN7dAZVzds,ZhN7dAZVzds,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"35-39, Unknown Sex, Negative",O3c8BBl01eY,O3c8BBl01eY,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"10-14, Unknown Sex, Negative",LT8k4jcJFMI,LT8k4jcJFMI,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"<1, Unknown Sex, Negative",DszsJew1vQA,DszsJew1vQA,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15-19, Unknown Sex, Positive",vCrUZ39J8D4,vCrUZ39J8D4,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-49, Female, Positive",E8XxGzk0kY7,E8XxGzk0kY7,semi-fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-49, Female, Negative",FnHZRFcropp,FnHZRFcropp,semi-fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-29, Unknown Sex, Positive",abnjCPyOiLI,abnjCPyOiLI,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"40-49, Female, Positive",RHmkwEYAkor,RHmkwEYAkor,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15-19, Male, Negative",H250HduQyXi,H250HduQyXi,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-29, Male, Positive",zJAFlhIuWgH,zJAFlhIuWgH,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"10-14, Unknown Sex, Positive",kTJ705BbYsX,kTJ705BbYsX,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Female, Negative",flyE54cGOkr,flyE54cGOkr,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15-19, Female, Positive",HEpqnVEHzUA,HEpqnVEHzUA,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"10-14, Female, Positive",sDHZqlgc0lv,sDHZqlgc0lv,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"20-24, Male, Negative",RWG4YLNHEdA,RWG4YLNHEdA,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"10-14, Female, Negative",pz7dlDGQssH,pz7dlDGQssH,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Unknown Sex, Positive",RWtdBmrb00T,RWtdBmrb00T,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"1-9, Unknown Sex, Positive",VP9O0ao9MmZ,VP9O0ao9MmZ,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"30-34, Male, Positive",SYFxsQKDZB6,SYFxsQKDZB6,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-29, Male, Negative",DX5hOcGmzO4,DX5hOcGmzO4,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"30-34, Unknown Sex, Negative",oGqmKjv2rSo,oGqmKjv2rSo,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"35-39, Male, Positive",K5N6EXwJKhq,K5N6EXwJKhq,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Unknown Sex, Negative",WrBaSXZGNoy,WrBaSXZGNoy,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"30-34, Male, Negative",X6qWVyu9XoN,X6qWVyu9XoN,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"35-39, Female, Negative",xrbKLtiVPLr,xrbKLtiVPLr,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"50+, Male, Positive",h3WrcUxOPZ2,h3WrcUxOPZ2,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"35-39, Female, Positive",XpcFo6dVPT4,XpcFo6dVPT4,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15-19, Unknown Sex, Negative",rsGr5QnzRQl,rsGr5QnzRQl,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-49, Male, Positive",Hbg53zGRcL7,Hbg53zGRcL7,semi-fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-29, Female, Negative",LIuHxfndMvN,LIuHxfndMvN,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"10-14, Male, Negative",lfHFCxROkNE,lfHFCxROkNE,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"30-34, Unknown Sex, Positive",NOJffGomdoA,NOJffGomdoA,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"1-9, Unknown Sex, Negative",BSQvgbaINGZ,BSQvgbaINGZ,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"Unknown Age, Female, Positive",VaLrzNohtN9,VaLrzNohtN9,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"40-49, Unknown Sex, Positive",GuHZf0bA2z7,GuHZf0bA2z7,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"25-49, Male, Negative",IHmmeJ1fyKy,IHmmeJ1fyKy,semi-fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"30-34, Female, Negative",g4X5YaSBkbt,g4X5YaSBkbt,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"20-24, Unknown Sex, Positive",oJq7SjYdx6V,oJq7SjYdx6V,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"10-14, Male, Positive",GscVGDNCdwR,GscVGDNCdwR,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"20-24, Female, Positive",FLlJURwLmAe,FLlJURwLmAe,"fine, semi-fine"
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"40-49, Male, Positive",j98NBCtzxly,j98NBCtzxly,fine
MER Results: MOH Facility Based FY18,"HTS_TST (N, MOH, Age/Sex/Result): HTS received results","HTS_TST (N, MOH, Age/Sex/Result)",HTS_TST_N_MOH_Age_Sex_Result,V6hxDYUZFBq,Number of individuals who received HTS services and received their test results during the MOH reporting period.,"15-19, Female, Negative",BOxW7hCTSjX,BOxW7hCTSjX,"fine, semi-fine"
