dataset,dataelement,shortname,code,dataelementuid,dataelementdesc,categoryoptioncombo,categoryoptioncombocode,categoryoptioncombouid,classification
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"<1, Known Positives, Male",lS34HFr7wcT,lS34HFr7wcT,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"<1, Newly Tested Positives, Female",gWPhDYzmbw5,gWPhDYzmbw5,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"<1, Newly Tested Positives, Male",LokBv4egnfg,LokBv4egnfg,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"<1, New Negatives, Female",G6ksZzf4PuP,G6ksZzf4PuP,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"<1, New Negatives, Male",mA6G2IcNQ5s,mA6G2IcNQ5s,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"20-24, Known Positives, Female",ivu836qG5iQ,ivu836qG5iQ,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"20-24, Known Positives, Male",JV0F6TJ0vRu,JV0F6TJ0vRu,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"20-24, Newly Tested Positives, Female",V6ykris04Kr,V6ykris04Kr,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"20-24, Newly Tested Positives, Male",dywO69YrrUq,dywO69YrrUq,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"20-24, New Negatives, Female",XDgqQlbNOma,XDgqQlbNOma,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"20-24, New Negatives, Male",GcAEOo6pgjG,GcAEOo6pgjG,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"25-29, Known Positives, Female",rbhnf7MLIGp,rbhnf7MLIGp,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"25-29, Known Positives, Male",VrVDyUAH0Ee,VrVDyUAH0Ee,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"25-29, Newly Tested Positives, Female",zDtqexNpaj8,zDtqexNpaj8,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"25-29, Newly Tested Positives, Male",ClRyt3CO2CU,ClRyt3CO2CU,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"25-29, New Negatives, Female",fN5EhNea5na,fN5EhNea5na,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"25-29, New Negatives, Male",O4M73r7CEs1,O4M73r7CEs1,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"30-34, Known Positives, Female",dzXe1VrUu9f,dzXe1VrUu9f,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"30-34, Known Positives, Male",rutEzItUoZs,rutEzItUoZs,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"30-34, Newly Tested Positives, Female",ewxqtAm93uz,ewxqtAm93uz,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"30-34, Newly Tested Positives, Male",rHymehDGb3n,rHymehDGb3n,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"30-34, New Negatives, Female",GJBPjJZBrRn,GJBPjJZBrRn,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"30-34, New Negatives, Male",JqROtRoCBHP,JqROtRoCBHP,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"35-39, Known Positives, Female",O0qSiQtS832,O0qSiQtS832,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"35-39, Known Positives, Male",BdeLiKwXiCI,BdeLiKwXiCI,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"35-39, Newly Tested Positives, Female",ew4H9zzs0GI,ew4H9zzs0GI,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"35-39, Newly Tested Positives, Male",eVb1NqOEUoq,eVb1NqOEUoq,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"35-39, New Negatives, Female",GNrMxECWqDp,GNrMxECWqDp,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"35-39, New Negatives, Male",aReRE4UUoKW,aReRE4UUoKW,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"40-44, Known Positives, Female",fRexSBGA7FN,fRexSBGA7FN,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"40-44, Known Positives, Male",p3xNmMndXrl,p3xNmMndXrl,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"40-44, Newly Tested Positives, Female",Ys91wCxDGwp,Ys91wCxDGwp,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"40-44, Newly Tested Positives, Male",Lq9WappoJ2W,Lq9WappoJ2W,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"40-44, New Negatives, Female",XEIYBLvAzIb,XEIYBLvAzIb,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"40-44, New Negatives, Male",pVFmF7dKnTq,pVFmF7dKnTq,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"45-49, Known Positives, Female",BZHzwUBVP7u,BZHzwUBVP7u,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"45-49, Known Positives, Male",dezDoHYzUWu,dezDoHYzUWu,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"45-49, Newly Tested Positives, Female",oBVan2Rcsdj,oBVan2Rcsdj,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"45-49, Newly Tested Positives, Male",zzHeHMx5Mh1,zzHeHMx5Mh1,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"45-49, New Negatives, Female",pW32ZkMbRSO,pW32ZkMbRSO,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"45-49, New Negatives, Male",BiJwnz9vw41,BiJwnz9vw41,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"50+, Known Positives, Female",W2jt0eaDKcD,W2jt0eaDKcD,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"50+, Known Positives, Male",rGASCBRaR2U,rGASCBRaR2U,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"50+, Newly Tested Positives, Female",fpnwXTQGmD5,fpnwXTQGmD5,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"50+, Newly Tested Positives, Male",hjgWcKahM96,hjgWcKahM96,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"50+, New Negatives, Female",mN07ApGjAKh,mN07ApGjAKh,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"50+, New Negatives, Male",rL9fEh5MSHf,rL9fEh5MSHf,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"5-9, Known Positives, Female",ljbRunlmafF,ljbRunlmafF,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"5-9, Known Positives, Male",Fv4AnNRCi8b,Fv4AnNRCi8b,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"5-9, Newly Tested Positives, Female",hLjLWfjGWpK,hLjLWfjGWpK,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"5-9, Newly Tested Positives, Male",uPn8wdfqpnK,uPn8wdfqpnK,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"5-9, New Negatives, Female",XqbMOMJhdoo,XqbMOMJhdoo,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"5-9, New Negatives, Male",WUOsioCfTH1,WUOsioCfTH1,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"Unknown Age, Known Positives, Female",ti8jXVzIU2H,ti8jXVzIU2H,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"Unknown Age, Known Positives, Male",UznHYF3DDjz,UznHYF3DDjz,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"Unknown Age, Newly Tested Positives, Female",i9N7JojYiQO,i9N7JojYiQO,fine
MER Results: CS Facility Based FY21,"HTS_INDEX (N, CS, Index/Age/Sex/Result): HTS Result","HTS_INDEX (N, CS, Index/Age/Sex/Result)",HTS_INDEX_N_CS_Index_Age_Sex_Result,zSE7AtpipXu,Number of individuals who were identified and tested using index testing services and received their results,"Unknown Age, Newly Tested Positives, Male",Rxd6hW5bqRu,Rxd6hW5bqRu,fine
