DATIM_Indicator_Category,DATIM_Indicator_ID,DATIM_Disag_Name,DATIM_Disag_ID,Operation,MOH_Indicator_Name,MOH_Indicator_ID,MOH_Disag_Name,MOH_Disag_ID
HTS_TST,HTS_TST_N_MOH_Age_Agg_Sex_Result,Negative | 15+ | SexUnknown,qL3AXhLXfHf,ADD,,,,
HTS_TST,HTS_TST_N_MOH_Age_Agg_Sex_Result,Negative | AgeUnknown | SexUnknown,mV483q7SboN,ADD,,,,
PMTCT_ART,PMTCT_ART_N_MOH,Total,HllvX50cXC0,ADD,HIV+ pregnant women receiving ART,INDANC-04a,HIV+ pregnant women receiving ART ,INDANC-04a
PMTCT_STAT,PMTCT_STAT_N_MOH,Total,HllvX50cXC0,ADD,Number of new ANC clients with documented HIV status,INDANC-02a,Number of new ANC clients with documented HIV status,INDANC-02a
PMTCT_STAT,PMTCT_STAT_N_MOH_KnownPosNeg,KnownPositives,g2AcKVKFFTR,ADD,ANC clientswith known HIV positive status before ANC visit,ANC-15_2,ANC clientswith known HIV positive status before ANC visit ,ANC-15_2
PMTCT_STAT,PMTCT_STAT_N_MOH_KnownPosNeg,NewlyTestedPositives,skZHj1KgCFs,ADD,HIV+ ANC clients(New and subsequent visits),INDANC-03a,HIV+ ANC clients(New and subsequent visits ,INDANC-03a
PMTCT_STAT,PMTCT_STAT_N_MOH_KnownPosNeg,NewNegatives,FwRU6E2C5kt,ADD,,,,
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,<15 | Female,chrwpNxHlQQ,ADD,Children 0-14yrs currently in HIV Care (PRE- ART+ART) (Includes children not seen but still active on Pre-ART and ART),INDART-69,Children 0-14yrs currently in HIV Care (PRE- ART+ART) (Includes children not seen but still active on Pre-ART and ART),Females
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,<15 | Male,zHSL7ATXJib,ADD,Children 0-14yrs currently in HIV Care (PRE- ART+ART) (Includes children not seen but still active on Pre-ART and ART),INDART-69,Children (0-14)initiated ART,Males
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,<15 | SexUnknown,uURluLqPIJ5,ADD,,,,
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,15+ | Female,Yf1BiWq71NE,ADD,Adults 15+yrs currently on ART (includes adults not seen but still active on ART),INDART-68,Adults 15+yrs currently on ART (includes adults not seen but still active on ART),Females
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,15+ | Male,XX7hDj6iz0D,ADD,Adults 15+yrs currently on ART (includes adults not seen but still active on ART),INDART-68,Adults 15+yrs currently on ART (includes adults not seen but still active on ART),Males
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,15+ | SexUnknown,qli3maq9Ot7,ADD,,,,
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,AgeUnknown | Female,P9UIhogYbAa,ADD,,,,
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,AgeUnknown | Male,UN9ZOZLLVqN,ADD,,,,
TX_CURR,TX_CURR_N_MOH_Age_Agg_Sex_HIVStatus,AgeUnknown | SexUnknown,Gfje2jHn5TY,ADD,,,,
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,<15 | Female,chrwpNxHlQQ,ADD,Children (0-14)initiated ART,INDART-01a,Children (0-14)initiated ART,Females
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,<15 | Male,zHSL7ATXJib,ADD,Children (0-14)initiated ART,INDART-01a,Children (0-14)initiated ART,Males
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,<15 | SexUnknown,uURluLqPIJ5,ADD,,,,
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,15+ | Female,Yf1BiWq71NE,ADD,Adults (14+) initiated ART,INDART-01b,Adults (14+) initiated ART,Females
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,15+ | Male,XX7hDj6iz0D,ADD,Adults (14+) initiated ART,INDART-01b,Adults (14+) initiated ART,Males
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,15+ | SexUnknown,qli3maq9Ot7,ADD,,,,
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,AgeUnknown | Female,P9UIhogYbAa,ADD,,,,
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,AgeUnknown | Male,UN9ZOZLLVqN,ADD,,,,
TX_NEW,TX_NEW_N_MOH_Age_Agg_Sex_HIVStatus,AgeUnknown | SexUnknown,Gfje2jHn5TY,ADD,,,,
